UF	SF	Freq
e.bɘn.zo.	e.bɘn.zo.	5
hal.bi.rɘn.	hal.bi.rɘn.	5
ʃi.fɘn.	ʃi.fɘn.	5
au.gɘn.artst.	au.gɘn.artst.	5
kɔn.trɔ.lirt.	kɔn.trɔ.lirt.	5
lau.nɘ.	lau.nɘ.	5
dɪs.tɘln.	dɪs.tɘln.	5
py.dʒa.ma.	py.dʒa.ma.	5
ʃpur.	ʃpur.	5
dɛs.to.	dɛs.to.	5
ar.bai.tɘ.	ar.bai.tɘ.	5
ai.gɛlb.	ai.gɛlp.	5
bʊn.tɘs.	bʊn.tɘs.	5
gɘ.rɔ.xɘn.	gɘ.rɔ.xɘn.	5
vɛg.ʃmai.sɘn.	vɛk.ʃmai.sɘn.	5
fœ.lɪ.gɘs.	fœ.lɪ.gɘs.	5
gɘ.ʃvɪn.dɪx.kait.	gɘ.ʃvɪn.dɪx.kait.	5
an.gɘ.flo.gɘn.	an.gɘ.flo.gɘn.	5
tɛx.nɪk.	tɛx.nɪk.	5
hir.fyr.	hir.fyr.	5
bɘ.o.bax.tɘn.	bɘ.o.bax.tɘn.	5
flɛ.ksi.bɘl.	flɛ.ksi.bɘl.	5
mais.tɘ.	mais.tɘ.	5
bɔy.lɘn.	bɔy.lɘn.	5
auf.ma.lɘn.	auf.ma.lɘn.	5
ɪr.gɘnd.ai.nɘm.	ɪr.gɘnt.ai.nɘm.	5
kɔn.trɔ.li.rɘn.	kɔn.trɔ.li.rɘn.	5
fal.	fal.	5
gɘ.bɔrkt.	gɘ.bɔrkt.	5
zɪtz.platz.	zɪts.plats.	5
ʊn.tsu.fri.dɘn.	ʊn.tsu.fri.dɘn.	5
mɪt.brɪŋt.	mɪt.brɪŋt.	5
for.fart.	for.fart.	5
halb.mon.dɘ.	halp.mon.dɘ.	5
rɪx.tʊ.ŋɘn.	rɪx.tʊ.ŋɘn.	5
fɪ.ʃɘr.bot.	fɪ.ʃɘr.bot.	5
a.pfɘl.bɔy.mɘ.	a.pfɘl.bɔy.mɘ.	5
ɛl.stɘr.	ɛl.stɘr.	5
tram.	tram.	5
borst.	borst.	5
nɛr.vɘn.	nɛr.vɘn.	5
ɛn.lɪ.xɘs.	ɛn.lɪ.xɘs.	5
ka.tas.tro.fɘn.	ka.tas.tro.fɘn.	5
fɔ.lɘm.	fɔ.lɘm.	5
hau.bɘ.	hau.bɘ.	5
a.ŋlɘr.	a.ŋlɘr.	5
de.mɔn.tirt.	de.mɔn.tirt.	5
bi.bli.o.tek.	bi.bli.o.tek.	5
me.te.or.	me.te.or.	5
gɘ.byʃ.	gɘ.byʃ.	5
tsy.lɪn.dɘr.	tsy.lɪn.dɘr.	5
ʃo.ko.la.dɘn.tɔr.tɘ.	ʃo.ko.la.dɘn.tɔr.tɘ.	5
auf.ge.ɘn.	auf.ge.ɘn.	5
trɔk.nɘn.	trɔk.nɘn.	5
auf.past.	auf.past.	5
vi.dɘr.ze.ɘn.	vi.dɘr.ze.ɘn.	5
ʊn.prak.tɪʃ.	ʊn.prak.tɪʃ.	5
ʊn.tɘr.ʃai.dɘn.	ʊn.tɘr.ʃai.dɘn.	5
fɛr.kɘ.lai.ɘn.	fɛr.kɘ.lai.ɘn.	5
rʊn.tɘr.ʃlʊ.kɘn.	rʊn.tɘr.ʃlʊ.kɘn.	5
ain.rɪx.tʊŋ.	ain.rɪx.tʊŋ.	5
aus.ʃaut.	aus.ʃaut.	5
aus.gɘ.vɛk.sɘlt.	aus.gɘ.vɛk.sɘlt.	5
ʊn.ɛnd.lɪx.	ʊn.ɛnt.lɪx.	5
ja.mɘrt.	ja.mɘrt.	5
hy.drant.	hy.drant.	5
an.tsai.gɘn.	an.tsai.gɘn.	5
ʃtrɪ.xɘ.	ʃtrɪ.xɘ.	5
i.ta.li.e.nɪ.ʃɘ.	i.ta.li.e.nɪ.ʃɘ.	5
tɛ.dis.	tɛ.dis.	5
brif.trɛ.gɘr.	brif.trɛ.gɘr.	5
ain.tsu.rɔy.mɘn.	ain.tsu.rɔy.mɘn.	5
ɛks.pɛr.tɘn.	ɛks.pɛr.tɘn.	5
kle.bɘn.	kle.bɘn.	5
brylst.	brylst.	5
trɔ.kɘ.nɘ.	trɔ.kɘ.nɘ.	5
laŋ.vai.lɘn.	laŋ.vai.lɘn.	5
ʃy.tɘst.	ʃy.tɘst.	5
pro.bɘ.	pro.bɘ.	5
ɛr.ʃrɔ.kɘn.	ɛr.ʃrɔ.kɘn.	5
nax.ain.an.dɘr.	nax.ain.an.dɘr.	5
bɘ.ma.lɘn.	bɘ.ma.lɘn.	5
bɪnd.fa.dɘn.	bɪnt.fa.dɘn.	5
hy.nɘrn.	hy.nɘrn.	5
gɘ.tauxt.	gɘ.tauxt.	5
bɛ.gɘ.	bɛ.gɘ.	5
ɛŋ.lɪ.ʃɘ.	ɛŋ.lɪ.ʃɘ.	5
brif.kas.tɘn.	brif.kas.tɘn.	5
vaʃ.bɛ.kɘn.	vaʃ.bɛ.kɘn.	5
li.ne.al.	li.ne.al.	5
rɔk.	rɔk.	5
rɪx.tɪ.gɘ.	rɪx.tɪ.gɘ.	5
fɛr.ʃtɛk.	fɛr.ʃtɛk.	5
fʊ.tɘr.trog.	fʊ.tɘr.trok.	5
trog.	trok.	5
vai.tɘr.fli.gɘn.	vai.tɘr.fli.gɘn.	5
fɛr.gɛ.sɘ.	fɛr.gɛ.sɘ.	5
ʃvɪŋt.	ʃvɪŋt.	5
ve.dɘlt.	ve.dɘlt.	5
hai.sɘr.	hai.sɘr.	5
grø.sɘ.rɘr.	grø.sɘ.rɘr.	5
bɪn.dɘ.	bɪn.dɘ.	5
le.zɘn.	le.zɘn.	5
hy.tɘ.	hy.tɘ.	5
za.tʊrn.	za.tʊrn.	5
fɛr.vɛn.dʊŋ.	fɛr.vɛn.dʊŋ.	5
ɛnt.fɛr.nʊŋ.	ɛnt.fɛr.nʊŋ.	5
zʊmpf.	zʊmpf.	5
ʃpa.nɘn.dɘs.	ʃpa.nɘn.dɘs.	5
traut.	traut.	5
ʃvɪm.bad.	ʃvɪm.bat.	5
gɘ.blu.tɘt.	gɘ.blu.tɘt.	5
fal.ʃɘs.	fal.ʃɘs.	5
tsɪ.pfɘl.my.tsɘ.	tsɪ.pfɘl.my.tsɘ.	5
auf.get.	auf.get.	5
no.ti.rɘn.	no.ti.rɘn.	5
ve.zɘn.	ve.zɘn.	5
ʊl.ti.ma.tiv.	ʊl.ti.ma.tif.	5
lɛ.kɘ.rɘs.	lɛ.kɘ.rɘs.	5
a.pfɘl.mus.	a.pfɘl.mus.	5
ʊn.dɔyt.lɪx.	ʊn.dɔyt.lɪx.	5
by.gɘl.ai.zɘn.	by.gɘl.ai.zɘn.	5
brai.tɘn.	brai.tɘn.	5
kʊnst.vɛrk.	kʊnst.vɛrk.	5
tyr.kai.	tyr.kai.	5
frai.hait.	frai.hait.	5
zau.ɘ.rai.ɘn.	zau.ɘ.rai.ɘn.	5
tsɔr.nɪx.	tsɔr.nɪx.	5
gɘ.ri.bɘn.	gɘ.ri.bɘn.	5
zɔ.nɘn.dɛk.	zɔ.nɘn.dɛk.	5
ra.bar.bɘr.	ra.bar.bɘr.	5
hox.krɛm.pɘln.	hox.krɛm.pɘln.	5
ɛ.ŋɘl.	ɛ.ŋɘl.	5
ab.drʊk.	ap.drʊk.	5
tsʊ.kɘr.ry.bɘ.	tsʊ.kɘr.ry.bɘ.	5
e.kɘl.	e.kɘl.	5
pa.nɪk.	pa.nɪk.	5
e.kɘl.haft.	e.kɘl.haft.	5
vɛg.gɘ.lau.fɘn.	vɛk.gɘ.lau.fɘn.	5
bɛ.tɘn.	bɛ.tɘn.	5
ba.kɘ.	ba.kɘ.	5
tsʊ.kɘr.gʊs.	tsʊ.kɘr.gʊs.	5
krɪ.bɘln.	krɪ.bɘln.	5
fʊ.tɘrn.	fʊ.tɘrn.	5
fɛr.ver.tɘn.	fɛr.ver.tɘn.	5
ʃrɛŋ.kɘ.	ʃrɛŋ.kɘ.	5
zi.e.na.	zi.e.na.	5
rʊ.tʃɘn.	rʊ.tʃɘn.	5
tsu.get.	tsu.get.	5
tɔl.stɘ.	tɔl.stɘ.	5
re.pa.ri.rɘn.	re.pa.ri.rɘn.	5
bɘ.zu.xɘr.	bɘ.zu.xɘr.	5
bar.fus.	bar.fus.	5
zaum.	zaum.	5
tsɛr.ʃtørt.	tsɛr.ʃtørt.	5
bɘ.ʃɛf.tɪ.gɘn.	bɘ.ʃɛf.tɪ.gɘn.	5
bai.sɘ.	bai.sɘ.	5
bau.klɔtz.	bau.klɔts.	5
an.gɘ.von.hait.	an.gɘ.von.hait.	5
kla.pɘn.	kla.pɘn.	5
grɛpst.	grɛpst.	5
fɛr.rat.	fɛr.rat.	5
nɔyn.	nɔyn.	5
gɘ.vɛlt.	gɘ.vɛlt.	5
va.nɘ.	va.nɘ.	5
ku.fla.dɘn.	ku.fla.dɘn.	5
vaib.xɘn.	vaip.xɘn.	5
kɔn.strʊk.tør.	kɔn.strʊk.tør.	5
pa.sa.ʒi.rɘn.	pa.sa.ʒi.rɘn.	5
gɘ.ra.dɘn.	gɘ.ra.dɘn.	5
ʃra.mɘ.	ʃra.mɘ.	5
trɔ.mɘl.	trɔ.mɘl.	5
aŋ.kɘrn.	aŋ.kɘrn.	5
zɔ.nɘn.fɪn.stɘr.nɪs.	zɔ.nɘn.fɪn.stɘr.nɪs.	5
tɔ.nɘn.	tɔ.nɘn.	5
ʃtɔ.pɘr.	ʃtɔ.pɘr.	5
lɛŋ.kɘn.	lɛŋ.kɘn.	5
bɘ.fœr.dɘ.rʊŋ.	bɘ.fœr.dɘ.rʊŋ.	5
bɛs.tɘ.	bɛs.tɘ.	5
fyk.sɘ.	fyk.sɘ.	5
aus.ʃau.	aus.ʃau.	5
ma.dam.	ma.dam.	5
ʃmatst.	ʃmatst.	5
bas.tɘlt.	bas.tɘlt.	5
ʃprax.los.	ʃprax.los.	5
pʊ.lis.	pʊ.lis.	5
brauxt.	brauxt.	5
pɛr.zo.nɘn.tsug.	pɛr.zo.nɘn.tsuk.	5
frai.bad.	frai.bat.	5
ʃan.dɘ.	ʃan.dɘ.	5
gɘ.bʊn.dɘn.	gɘ.bʊn.dɘn.	5
nɔ.pɘn.	nɔ.pɘn.	5
a.lɘr.lɛtz.tɘn.	a.lɘr.lɛts.tɘn.	5
gɘ.zɛ.lɘ.	gɘ.zɛ.lɘ.	5
blyt.	blyt.	5
y.bɘr.ze.ɘn.	y.bɘr.ze.ɘn.	5
ʃai.nɘn.	ʃai.nɘn.	5
mɛrk.vyr.dɪ.gɘs.	mɛrk.vyr.dɪ.gɘs.	5
ba.gɘr.fy.rɘr.	ba.gɘr.fy.rɘr.	5
ma.ne.ʒɘ.	ma.ne.ʒɘ.	5
myl.ai.mɘr.	myl.ai.mɘr.	5
ʃvept.	ʃvept.	5
tsar.tɘs.	tsar.tɘs.	5
løst.	løst.	5
vi.dɘr.ho.lɘn.	vi.dɘr.ho.lɘn.	5
pa.ʃa.	pa.ʃa.	5
dɔ.nɘr.vɛ.tɘr.	dɔ.nɘr.vɛ.tɘr.	5
bi.tɘt.	bi.tɘt.	5
nɛs.tɘr.	nɛs.tɘr.	5
vain.	vain.	5
tɛst.	tɛst.	5
tɛm.po.	tɛm.po.	5
blo.sɘn.	blo.sɘn.	5
zyp.xɘn.	zyp.xɘn.	5
ʃpai.zɘ.kar.tɘ.	ʃpai.zɘ.kar.tɘ.	5
gɛl.bɘs.	gɛl.bɘs.	5
blau.ɘs.	blau.ɘs.	5
pfly.kɘn.	pfly.kɘn.	5
ʃtar.kɘ.	ʃtar.kɘ.	5
kɛŋ.gu.ru.	kɛŋ.gu.ru.	5
vɪst.	vɪst.	5
re.gɘl.mɛ.sɪx.	re.gɘl.mɛ.sɪx.	5
lau.tɘ.	lau.tɘ.	5
gɪ.ŋɘ.	gɪ.ŋɘ.	5
an.gɘ.hørt.	an.gɘ.hørt.	5
zai.tɘn.tail.	zai.tɘn.tail.	5
vɛ.tɘ.	vɛ.tɘ.	5
tse.mɛnt.	tse.mɛnt.	5
dry.kɘ.	dry.kɘ.	5
vai.tɘr.ʃpi.lɘn.	vai.tɘr.ʃpi.lɘn.	5
dʊrx.fy.rɘn.	dʊrx.fy.rɘn.	5
laŋ.za.mɘ.	laŋ.za.mɘ.	5
ʊn.tɘr.halb.	ʊn.tɘr.halp.	5
hol.	hol.	5
hain.rɪx.	hain.rɪx.	5
fɛr.ʃvɛn.dʊŋ.	fɛr.ʃvɛn.dʊŋ.	5
lɛ.xɘln.	lɛ.xɘln.	5
kɔm.pli.tsir.tɘr.	kɔm.pli.tsir.tɘr.	5
ʊm.dret.	ʊm.dret.	5
ti.fɘn.	ti.fɘn.	5
ʃte.lɘn.	ʃte.lɘn.	5
hɪn.ʃtɛ.lɘ.	hɪn.ʃtɛ.lɘ.	5
ty.xɘr.	ty.xɘr.	5
brɛmst.	brɛmst.	5
aus.ʃpy.lɘn.	aus.ʃpy.lɘn.	5
mɔ.lɪx.	mɔ.lɪx.	5
be.rɘ.	be.rɘ.	5
vɛlx.	vɛlx.	5
gɔld.fɪ.ʃɘ.	gɔlt.fɪ.ʃɘ.	5
zɛn.za.tsi.on.	zɛn.za.tsi.on.	5
lɪŋ.kɘ.	lɪŋ.kɘ.	5
fø.nɘ.	fø.nɘ.	5
kɔx.by.xɘr.	kɔx.by.xɘr.	5
zɛr.vi.ɛ.tɘ.	zɛr.vi.ɛ.tɘ.	5
trib.va.gɘn.	trip.va.gɘn.	5
kylt.	kylt.	5
fɛr.ab.ʃi.dɘt.	fɛr.ap.ʃi.dɘt.	5
kɛst.xɘn.	kɛst.xɘn.	5
hɪ.tsɘ.	hɪ.tsɘ.	5
nɛk.ta.ri.nɘ.	nɛk.ta.ri.nɘ.	5
ʃtat.tail.	ʃtat.tail.	5
tsɛrt.	tsɛrt.	5
aus.trɪŋ.kɘn.	aus.trɪŋ.kɘn.	5
mɛ.sɘrn.	mɛ.sɘrn.	5
lɪ.pɘn.	lɪ.pɘn.	5
zɛ.gɘ.	zɛ.gɘ.	5
bo.dɘn.ze.	bo.dɘn.ze.	5
grø.bɘ.rɘ.	grø.bɘ.rɘ.	5
vɛn.dɘ.	vɛn.dɘ.	5
gɘ.kɛn.tɘrt.	gɘ.kɛn.tɘrt.	5
kʊ.lɘrn.	kʊ.lɘrn.	5
vɛg.gɘ.pakt.	vɛk.gɘ.pakt.	5
kʊr.bɘl.	kʊr.bɘl.	5
fɛr.bo.tɘn.	fɛr.bo.tɘn.	5
ro.zi.nɘn.ku.xɘn.	ro.zi.nɘn.ku.xɘn.	5
auf.gɘ.taŋkt.	auf.gɘ.taŋkt.	5
ʃa.lɘn.	ʃa.lɘn.	5
gast.ʃtɛ.tɘ.	gast.ʃtɛ.tɘ.	5
mʊ.fɘ.lɪx.	mʊ.fɘ.lɪx.	5
dʒʊŋ.kɘ.	dʒʊŋ.kɘ.	5
ʃy.tɘn.	ʃy.tɘn.	5
zɛr.vi.rɘn.	zɛr.vi.rɘn.	5
ra.dis.xɘn.	ra.dis.xɘn.	5
an.kɔmt.	an.kɔmt.	5
tsu.ryk.fa.rɘn.	tsu.ryk.fa.rɘn.	5
blau.lɪx.tɘr.	blau.lɪx.tɘr.	5
ju.ni.	ju.ni.	5
gi.ta.rɘ.	gi.ta.rɘ.	5
far.ban.	far.ban.	5
kny.lɘr.	kny.lɘr.	5
ʃtyr.mɪʃ.	ʃtyr.mɪʃ.	5
pla.nɘn.	pla.nɘn.	5
ha.fɘr.	ha.fɘr.	5
dʊrx.ʃau.ɘn.	dʊrx.ʃau.ɘn.	5
me.tɘr.mas.	me.tɘr.mas.	5
mɛ.mɘ.	mɛ.mɘ.	5
bar.ka.sɘ.	bar.ka.sɘ.	5
grɪ.pɘ.	grɪ.pɘ.	5
ʃtɛ.kɘ.	ʃtɛ.kɘ.	5
kak.tʊs.	kak.tʊs.	5
var.mɘs.	var.mɘs.	5
le.bɘr.tran.	le.bɘr.tran.	5
braut.klaid.	braut.klait.	5
pɪ.tse.ri.a.	pɪ.tse.ri.a.	5
rot.haut.	rot.haut.	5
hœl.zɘrn.	hœl.zɘrn.	5
ho.zɘn.ta.ʃɘn.	ho.zɘn.ta.ʃɘn.	4
ʃnarxt.	ʃnarxt.	4
aus.le.rɘn.	aus.le.rɘn.	4
bɘ.dɛŋ.kɘn.	bɘ.dɛŋ.kɘn.	4
bɘ.lɔyx.tʊŋ.	bɘ.lɔyx.tʊŋ.	4
pap.ri.ka.	pap.ri.ka.	4
ka.rɔ.tɘ.	ka.rɔ.tɘ.	4
for.ʃpai.zɘ.	for.ʃpai.zɘ.	4
na.ʃɘn.	na.ʃɘn.	4
fraxt.ʃɪf.	fraxt.ʃɪf.	4
tsu.for.	tsu.for.	4
bai.ain.an.dɘr.	bai.ain.an.dɘr.	4
brif.mar.kɘ.	brif.mar.kɘ.	4
ʃmɪŋ.kɘn.	ʃmɪŋ.kɘn.	4
bɘ.vo.nɘr.	bɘ.vo.nɘr.	4
tsɪ.tɘrt.	tsɪ.tɘrt.	4
as.	as.	4
kra.gɘn.	kra.gɘn.	4
an.gɘ.brant.	an.gɘ.brant.	4
traib.ʃtɔf.	traip.ʃtɔf.	4
ɛr.var.tɘ.	ɛr.var.tɘ.	4
ʃlɛf.xɘn.	ʃlɛf.xɘn.	4
bo.rɘr.	bo.rɘr.	4
raus.gɘ.ʃmɪ.sɘn.	raus.gɘ.ʃmɪ.sɘn.	4
bɪ.lɪx.	bɪ.lɪx.	4
na.dɘl.	na.dɘl.	4
auf.re.gɘn.dɘr.	auf.re.gɘn.dɘr.	4
leg.tɘ.	lek.tɘ.	4
van.zɪns.	van.zɪns.	4
la.kɘn.	la.kɘn.	4
na.sɘs.	na.sɘs.	4
ɛ.ksakt.	ɛ.ksakt.	4
nɛx.tɘ.	nɛx.tɘ.	4
nɔx.mals.	nɔx.mals.	4
fly.sɪx.kait.	fly.sɪx.kait.	4
ain.fa.rɘn.	ain.fa.rɘn.	4
ʃtɔp.	ʃtɔp.	4
bai.brɪ.ŋɘn.	bai.brɪ.ŋɘn.	4
kɔn.fe.rɛntz.	kɔn.fe.rɛnts.	4
ka.bi.nɘ.	ka.bi.nɘ.	4
dɛk.	dɛk.	4
zau.bɘ.rɘ.	zau.bɘ.rɘ.	4
za.lɒ.	za.lɒ.	4
tsɛ.pɘ.lin.	tsɛ.pɘ.lin.	4
fɔl.gɘ.ʃtɔpft.	fɔl.gɘ.ʃtɔpft.	4
pa.sa.bɘl.	pa.sa.bɘl.	4
ʊn.tɘr.halt.	ʊn.tɘr.halt.	4
vʊrf.	vʊrf.	4
mʊl.dɘ.	mʊl.dɘ.	4
mɛl.dɘn.	mɛl.dɘn.	4
je.man.dɘm.	je.man.dɘm.	4
ais.kal.tɘ.	ais.kal.tɘ.	4
gɘ.hɛŋt.	gɘ.hɛŋt.	4
ka.pʊt.maxt.	ka.pʊt.maxt.	4
ra.zant.	ra.zant.	4
tsu.ʃau.ɘn.	tsu.ʃau.ɘn.	4
hai.klɘ.	hai.klɘ.	4
tsim.lɪ.xɘs.	tsim.lɪ.xɘs.	4
hand.ty.xɘr.	hant.ty.xɘr.	4
ab.trɔk.nɘn.	ap.trɔk.nɘn.	4
man.ʃaft.	man.ʃaft.	4
ʊn.tɘr.malt.	ʊn.tɘr.malt.	4
zɔrkt.	zɔrkt.	4
laŋ.vailt.	laŋ.vailt.	4
tɪpt.	tɪpt.	4
høs.xɘn.	høs.xɘn.	4
nas.hœr.nɘr.	nas.hœr.nɘr.	4
tsu.dɛ.kɘn.	tsu.dɛ.kɘn.	4
laix.tɘs.	laix.tɘs.	4
fɛr.an.ʃtal.tɘt.	fɛr.an.ʃtal.tɘt.	4
ne.ga.ti.vɘ.	ne.ga.ti.vɘ.	4
ʃlaft.	ʃlaft.	4
ɛr.kɛl.tʊŋ.	ɛr.kɛl.tʊŋ.	4
ɛ.xo.	ɛ.xo.	4
ɛ.fɛk.tiv.	ɛ.fɛk.tif.	4
tsɛr.knɪ.tɘrt.	tsɛr.knɪ.tɘrt.	4
val.fɪʃ.	val.fɪʃ.	4
ab.ʃtai.gɘn.	ap.ʃtai.gɘn.	4
bru.tal.	bru.tal.	4
vɪ.kɘl.	vɪ.kɘl.	4
klain.stɘ.	klain.stɘ.	4
ge.gnɘr.	ge.gnɘr.	4
gɘ.kvatʃt.	gɘ.kvatʃt.	4
po.ly.pɘn.	po.ly.pɘn.	4
gɘ.mi.tɘt.	gɘ.mi.tɘt.	4
bɘ.rym.tɘn.	bɘ.rym.tɘn.	4
vɪrkt.	vɪrkt.	4
fen.	fen.	4
tsau.bɘr.ʃtab.	tsau.bɘr.ʃtap.	4
for.vɛg.	for.vɛk.	4
ab.gɘ.rɔymt.	ap.gɘ.rɔymt.	4
pas.ta.	pas.ta.	4
ʃlɛ.gɘr.	ʃlɛ.gɘr.	4
kɔn.zum.	kɔn.zum.	4
rɔ.lɘn.	rɔ.lɘn.	4
fa.rɘn.	fa.rɘn.	4
pa.dɘl.bot.	pa.dɘl.bot.	4
ʃpai.zɘn.	ʃpai.zɘn.	4
ba.lɑ.si.rɘn.	ba.lɑ.si.rɘn.	4
kau.ɘn.	kau.ɘn.	4
an.gɘ.ʃto.sɘn.	an.gɘ.ʃto.sɘn.	4
ʃɛrtz.	ʃɛrts.	4
kau.gʊ.mi.	kau.gʊ.mi.	4
kɔm.bi.na.tsi.on.	kɔm.bi.na.tsi.on.	4
tir.artst.	tir.artst.	4
an.klɔ.pfɘn.	an.klɔ.pfɘn.	4
fɛr.vʊn.dɘt.	fɛr.vʊn.dɘt.	4
ʃø.nɘ.rɘs.	ʃø.nɘ.rɘs.	4
gɘ.hypft.	gɘ.hypft.	4
ʃɪm.pan.zɘn.	ʃɪm.pan.zɘn.	4
mas.tɘn.	mas.tɘn.	4
gɘ.ʃtɛkt.	gɘ.ʃtɛkt.	4
pɪltz.	pɪlts.	4
haust.	haust.	4
lɔy.zɘ.	lɔy.zɘ.	4
ɛr.var.tɘt.	ɛr.var.tɘt.	4
fɪ.ʃɘrs.	fɪ.ʃɘrs.	4
val.los.	val.los.	4
ɛr.hɛlt.	ɛr.hɛlt.	4
fɔl.ʃtɛn.dɪ.gɘn.	fɔl.ʃtɛn.dɪ.gɘn.	4
gɘ.ʃtrɪ.xɘn.	gɘ.ʃtrɪ.xɘn.	4
fynf.tɘr.	fynf.tɘr.	4
ɔr.dnɘn.	ɔr.dnɘn.	4
ɪn.tɘ.rɛ.san.tɘs.	ɪn.tɘ.rɛ.san.tɘs.	4
trɛ.nɘ.	trɛ.nɘ.	4
an.tsu.bi.tɘn.	an.tsu.bi.tɘn.	4
braux.tɘn.	braux.tɘn.	4
do.fɘs.	do.fɘs.	4
auf.rai.sɘn.	auf.rai.sɘn.	4
an.gɘ.lekt.	an.gɘ.lekt.	4
ze.gɘl.ʃɪ.fɘ.	ze.gɘl.ʃɪ.fɘ.	4
auf.lø.zɘn.	auf.lø.zɘn.	4
ʃmirt.	ʃmirt.	4
kœ.fɘr.xɘn.	kœ.fɘr.xɘn.	4
gɘ.rant.	gɘ.rant.	4
ka.pʊt.ge.ɘn.	ka.pʊt.ge.ɘn.	4
klai.nɪx.kai.tɘn.	klai.nɪx.kai.tɘn.	4
dʊrx.za.gɘ.	dʊrx.za.gɘ.	4
tsu.ryk.blai.bɘn.	tsu.ryk.blai.bɘn.	4
lœ.fɘln.	lœ.fɘln.	4
auf.ɛnt.halt.	auf.ɛnt.halt.	4
kreb.sɘ.	krep.sɘ.	4
fal.ʃɘ.	fal.ʃɘ.	4
frø.lɪx.	frø.lɪx.	4
vys.tɘr.	vys.tɘr.	4
ma.sɘn.	ma.sɘn.	4
bɘ.vʊst.	bɘ.vʊst.	4
fɪks.	fɪks.	4
brɔm.be.rɘn.	brɔm.be.rɘn.	4
ʃau.fɘln.	ʃau.fɘln.	4
tsɛr.kny.lɘn.	tsɛr.kny.lɘn.	4
tsu.la.sɘn.	tsu.la.sɘn.	4
ʃi.bɘr.	ʃi.bɘr.	4
ɛm.pørt.	ɛm.pørt.	4
an.gɘ.vɛrmt.	an.gɘ.vɛrmt.	4
ɛr.frɔy.lɪx.	ɛr.frɔy.lɪx.	4
bɘ.zai.tɪ.gɘn.	bɘ.zai.tɪ.gɘn.	4
gɘ.ra.dɘ.	gɘ.ra.dɘ.	4
lɛ.ŋɘ.	lɛ.ŋɘ.	4
hɛ.tɘt.	hɛ.tɘt.	4
lauf.	lauf.	4
zy.sɪx.kait.	zy.sɪx.kait.	4
tif.kyl.fax.	tif.kyl.fax.	4
y.bɘr.tso.gɘn.	y.bɘr.tso.gɘn.	4
fɛ.ɪx.kai.tɘn.	fɛ.ɪx.kai.tɘn.	4
pɛr.zon.	pɛr.zon.	4
ɔy.rɘr.	ɔy.rɘr.	4
ʃnɔr.xɘl.	ʃnɔr.xɘl.	4
vert.	vert.	4
fʊn.da.mɛn.tal.	fʊn.da.mɛn.tal.	4
blɪn.dɘ.	blɪn.dɘ.	4
tsu.gɘ.bʊn.dɘn.	tsu.gɘ.bʊn.dɘn.	4
gɘ.far.	gɘ.far.	4
ri.xɘ.	ri.xɘ.	4
pflan.tsɘ.	pflan.tsɘ.	4
hɪn.tɘr.kœ.pfɘ.	hɪn.tɘr.kœ.pfɘ.	4
y.bɘr.le.bɘn.	y.bɘr.le.bɘn.	4
zo.mɪt.	zo.mɪt.	4
zi.bɘn.tɘ.	zi.bɘn.tɘ.	4
pa.tsi.fɪk.	pa.tsi.fɪk.	4
pɔ.ni.	pɔ.ni.	4
gai.ɘr.	gai.ɘr.	4
rufst.	rufst.	4
bɛ.kɘn.	bɛ.kɘn.	4
stju.ɘrd.	stju.ɘrt.	4
ʃtart.ban.	ʃtart.ban.	4
ʃpɪ.tsɘn.	ʃpɪ.tsɘn.	4
pʊmp.pɘ.	pʊmp.pɘ.	4
hi.rauf.	hi.rauf.	4
dʊŋ.kɘl.blau.	dʊŋ.kɘl.blau.	4
klaid.xɘn.	klait.xɘn.	4
ʃy.tɘlt.	ʃy.tɘlt.	4
a.lɘ.mal.	a.lɘ.mal.	4
an.tsu.tsi.ɘn.	an.tsu.tsi.ɘn.	4
bɛrg.ab.	bɛrk.ap.	4
va.nɪl.jɘ.	va.nɪl.jɘ.	4
gɘ.drɛ.ŋɘl.	gɘ.drɛ.ŋɘl.	4
re.tsɛp.tɘ.	re.tsɛp.tɘ.	4
mau.zɘ.lɔx.	mau.zɘ.lɔx.	4
kɔ.xɘ.	kɔ.xɘ.	4
ɔ.fɘ.nɘ.	ɔ.fɘ.nɘ.	4
zɪn.fɔl.	zɪn.fɔl.	4
bɘ.kam.	bɘ.kam.	4
an.ʃtrɛ.ŋɘn.dɘs.	an.ʃtrɛ.ŋɘn.dɘs.	4
an.tsal.	an.tsal.	4
ʃtrɪk.	ʃtrɪk.	4
rai.xɘr.	rai.xɘr.	4
klai.dɘrn.	klai.dɘrn.	4
gɘ.vo.gɘn.	gɘ.vo.gɘn.	4
try.bɘs.	try.bɘs.	4
hy.pfɘn.	hy.pfɘn.	4
kʊnst.vɛr.kɘ.	kʊnst.vɛr.kɘ.	4
zo.gɘ.nan.tɘr.	zo.gɘ.nan.tɘr.	4
raim.	raim.	4
ʃprɛ.xɘ.	ʃprɛ.xɘ.	4
hɛ.ksɘ.	hɛ.ksɘ.	4
bɘ.ʃɔy.ɘrt.	bɘ.ʃɔy.ɘrt.	4
aus.gɘ.lau.fɘn.	aus.gɘ.lau.fɘn.	4
tif.stɘn.	tif.stɘn.	4
laix.tɘ.	laix.tɘ.	4
brɛ.nɘnd.	brɛ.nɘnt.	4
